PassengerId,Survived,Pclass,SibSp,Parch,Fare,Age,Embarked,Sex_standard,Sex_encode,FamilySize
532,0,3,0,0,7.2292,29.699117647058817,C,male,0,1
799,0,3,0,0,7.2292,30.0,C,male,0,1
833,0,3,0,0,7.2292,29.699117647058817,C,male,0,1
860,0,3,0,0,7.2292,29.699117647058817,C,male,0,1
58,0,3,0,0,7.2292,28.5,C,male,0,1
763,1,3,0,0,7.2292,20.0,C,male,0,1
569,0,3,0,0,7.2292,29.699117647058817,C,male,0,1
228,0,3,0,0,7.25,20.5,S,male,0,1
492,0,3,0,0,7.25,21.0,S,male,0,1
251,0,3,0,0,7.25,29.699117647058817,S,male,0,1
321,0,3,0,0,7.25,22.0,S,male,0,1
213,0,3,0,0,7.25,22.0,S,male,0,1
471,0,3,0,0,7.25,29.699117647058817,S,male,0,1
593,0,3,0,0,7.25,47.0,S,male,0,1
786,0,3,0,0,7.25,25.0,S,male,0,1
366,0,3,0,0,7.25,30.0,S,male,0,1
95,0,3,0,0,7.25,59.0,S,male,0,1
1,0,3,1,0,7.25,22.0,S,male,0,2
426,0,3,0,0,7.25,29.699117647058817,S,male,0,1
155,0,3,0,0,7.3125,29.699117647058817,S,male,0,1
664,0,3,0,0,7.4958,36.0,S,male,0,1
515,0,3,0,0,7.4958,24.0,S,male,0,1
479,0,3,0,0,7.5208,22.0,S,male,0,1
649,0,3,0,0,7.55,29.699117647058817,S,male,0,1
846,0,3,0,0,7.55,42.0,S,male,0,1
700,0,3,0,0,7.65,42.0,S,male,0,1
76,0,3,0,0,7.65,25.0,S,male,0,1
716,0,3,0,0,7.65,19.0,S,male,0,1
469,0,3,0,0,7.725,29.699117647058817,Q,male,0,1
389,0,3,0,0,7.7292,29.699117647058817,Q,male,0,1
422,0,3,0,0,7.7333,21.0,Q,male,0,1
630,0,3,0,0,7.7333,29.699117647058817,Q,male,0,1
779,0,3,0,0,7.7375,29.699117647058817,Q,male,0,1
704,0,3,0,0,7.7417,25.0,Q,male,0,1
891,0,3,0,0,7.75,32.0,Q,male,0,1
776,0,3,0,0,7.75,18.0,S,male,0,1
407,0,3,0,0,7.75,51.0,S,male,0,1
429,0,3,0,0,7.75,29.699117647058817,Q,male,0,1
526,0,3,0,0,7.75,40.5,Q,male,0,1
117,0,3,0,0,7.75,70.5,Q,male,0,1
261,0,3,0,0,7.75,29.699117647058817,Q,male,0,1
777,0,3,0,0,7.75,29.699117647058817,Q,male,0,1
829,1,3,0,0,7.75,29.699117647058817,Q,male,0,1
127,0,3,0,0,7.75,29.699117647058817,Q,male,0,1
281,0,3,0,0,7.75,65.0,Q,male,0,1
215,0,3,1,0,7.75,29.699117647058817,Q,male,0,2
561,0,3,0,0,7.75,29.699117647058817,Q,male,0,1
791,0,3,0,0,7.75,29.699117647058817,Q,male,0,1
460,0,3,0,0,7.75,29.699117647058817,Q,male,0,1
197,0,3,0,0,7.75,29.699117647058817,Q,male,0,1
750,0,3,0,0,7.75,31.0,Q,male,0,1
511,1,3,0,0,7.75,29.0,Q,male,0,1
614,0,3,0,0,7.75,29.699117647058817,Q,male,0,1
852,0,3,0,0,7.775,74.0,S,male,0,1
806,0,3,0,0,7.775,31.0,S,male,0,1
268,1,3,1,0,7.775,25.0,S,male,0,2
443,0,3,1,0,7.775,25.0,S,male,0,2
163,0,3,0,0,7.775,26.0,S,male,0,1
380,0,3,0,0,7.775,19.0,S,male,0,1
232,0,3,0,0,7.775,29.0,S,male,0,1
676,0,3,0,0,7.775,18.0,S,male,0,1
765,0,3,0,0,7.775,16.0,S,male,0,1
720,0,3,0,0,7.775,33.0,S,male,0,1
409,0,3,0,0,7.775,21.0,S,male,0,1
668,0,3,0,0,7.775,29.699117647058817,S,male,0,1
108,1,3,0,0,7.775,29.699117647058817,S,male,0,1
500,0,3,0,0,7.7958,24.0,S,male,0,1
757,0,3,0,0,7.7958,28.0,S,male,0,1
392,1,3,0,0,7.7958,21.0,S,male,0,1
147,1,3,0,0,7.7958,27.0,S,male,0,1
689,0,3,0,0,7.7958,18.0,S,male,0,1
396,0,3,0,0,7.7958,22.0,S,male,0,1
52,0,3,0,0,7.8,21.0,S,male,0,1
553,0,3,0,0,7.8292,29.699117647058817,Q,male,0,1
624,0,3,0,0,7.8542,21.0,S,male,0,1
282,0,3,0,0,7.8542,28.0,S,male,0,1
772,0,3,0,0,7.8542,48.0,S,male,0,1
570,1,3,0,0,7.8542,32.0,S,male,0,1
705,0,3,1,0,7.8542,26.0,S,male,0,2
92,0,3,0,0,7.8542,20.0,S,male,0,1
641,0,3,0,0,7.8542,20.0,S,male,0,1
176,0,3,1,1,7.8542,18.0,S,male,0,3
834,0,3,0,0,7.8542,23.0,S,male,0,1
423,0,3,0,0,7.875,29.0,S,male,0,1
811,0,3,0,0,7.8875,26.0,S,male,0,1
421,0,3,0,0,7.8958,29.699117647058817,C,male,0,1
288,0,3,0,0,7.8958,22.0,S,male,0,1
77,0,3,0,0,7.8958,29.699117647058817,S,male,0,1
848,0,3,0,0,7.8958,35.0,C,male,0,1
740,0,3,0,0,7.8958,29.699117647058817,S,male,0,1
520,0,3,0,0,7.8958,32.0,S,male,0,1
739,0,3,0,0,7.8958,29.699117647058817,S,male,0,1
43,0,3,0,0,7.8958,29.699117647058817,C,male,0,1
871,0,3,0,0,7.8958,26.0,S,male,0,1
879,0,3,0,0,7.8958,29.699117647058817,S,male,0,1
754,0,3,0,0,7.8958,23.0,S,male,0,1
109,0,3,0,0,7.8958,38.0,S,male,0,1
629,0,3,0,0,7.8958,26.0,S,male,0,1
567,0,3,0,0,7.8958,19.0,S,male,0,1
385,0,3,0,0,7.8958,29.699117647058817,S,male,0,1
106,0,3,0,0,7.8958,28.0,S,male,0,1
795,0,3,0,0,7.8958,25.0,S,male,0,1
295,0,3,0,0,7.8958,24.0,S,male,0,1
102,0,3,0,0,7.8958,29.699117647058817,S,male,0,1
322,0,3,0,0,7.8958,27.0,S,male,0,1
562,0,3,0,0,7.8958,40.0,S,male,0,1
456,1,3,0,0,7.8958,29.0,C,male,0,1
411,0,3,0,0,7.8958,29.699117647058817,S,male,0,1
224,0,3,0,0,7.8958,29.699117647058817,S,male,0,1
131,0,3,0,0,7.8958,33.0,C,male,0,1
878,0,3,0,0,7.8958,19.0,S,male,0,1
602,0,3,0,0,7.8958,29.699117647058817,S,male,0,1
190,0,3,0,0,7.8958,36.0,S,male,0,1
314,0,3,0,0,7.8958,28.0,S,male,0,1
607,0,3,0,0,7.8958,30.0,S,male,0,1
657,0,3,0,0,7.8958,29.699117647058817,S,male,0,1
30,0,3,0,0,7.8958,29.699117647058817,S,male,0,1
647,0,3,0,0,7.8958,19.0,S,male,0,1
522,0,3,0,0,7.8958,22.0,S,male,0,1
651,0,3,0,0,7.8958,29.699117647058817,S,male,0,1
882,0,3,0,0,7.8958,33.0,S,male,0,1
336,0,3,0,0,7.8958,29.699117647058817,S,male,0,1
383,0,3,0,0,7.925,32.0,S,male,0,1
665,1,3,1,0,7.925,20.0,S,male,0,2
105,0,3,2,0,7.925,37.0,S,male,0,3
401,1,3,0,0,7.925,39.0,S,male,0,1
393,0,3,2,0,7.925,28.0,S,male,0,3
415,1,3,0,0,7.925,44.0,S,male,0,1
116,0,3,0,0,7.925,21.0,S,male,0,1
174,0,3,0,0,7.925,21.0,S,male,0,1
637,0,3,0,0,7.925,32.0,S,male,0,1
841,0,3,0,0,7.925,20.0,S,male,0,1
745,1,3,0,0,7.925,31.0,S,male,0,1
529,0,3,0,0,7.925,39.0,S,male,0,1
580,1,3,0,0,7.925,32.0,S,male,0,1
88,0,3,0,0,8.05,29.699117647058817,S,male,0,1
512,0,3,0,0,8.05,29.699117647058817,S,male,0,1
402,0,3,0,0,8.05,26.0,S,male,0,1
815,0,3,0,0,8.05,30.5,S,male,0,1
564,0,3,0,0,8.05,29.699117647058817,S,male,0,1
759,0,3,0,0,8.05,34.0,S,male,0,1
489,0,3,0,0,8.05,30.0,S,male,0,1
5,0,3,0,0,8.05,35.0,S,male,0,1
113,0,3,0,0,8.05,22.0,S,male,0,1
305,0,3,0,0,8.05,29.699117647058817,S,male,0,1
339,1,3,0,0,8.05,45.0,S,male,0,1
604,0,3,0,0,8.05,44.0,S,male,0,1
669,0,3,0,0,8.05,43.0,S,male,0,1
13,0,3,0,0,8.05,20.0,S,male,0,1
223,0,3,0,0,8.05,51.0,S,male,0,1
465,0,3,0,0,8.05,29.699117647058817,S,male,0,1
158,0,3,0,0,8.05,30.0,S,male,0,1
697,0,3,0,0,8.05,44.0,S,male,0,1
284,1,3,0,0,8.05,19.0,S,male,0,1
373,0,3,0,0,8.05,19.0,S,male,0,1
38,0,3,0,0,8.05,21.0,S,male,0,1
205,1,3,0,0,8.05,18.0,S,male,0,1
91,0,3,0,0,8.05,29.0,S,male,0,1
78,0,3,0,0,8.05,29.699117647058817,S,male,0,1
46,0,3,0,0,8.05,29.699117647058817,S,male,0,1
575,0,3,0,0,8.05,16.0,S,male,0,1
122,0,3,0,0,8.05,29.699117647058817,S,male,0,1
430,1,3,0,0,8.05,32.0,S,male,0,1
462,0,3,0,0,8.05,34.0,S,male,0,1
495,0,3,0,0,8.05,21.0,S,male,0,1
677,0,3,0,0,8.05,24.5,S,male,0,1
589,0,3,0,0,8.05,22.0,S,male,0,1
615,0,3,0,0,8.05,35.0,S,male,0,1
90,0,3,0,0,8.05,24.0,S,male,0,1
96,0,3,0,0,8.05,29.699117647058817,S,male,0,1
455,0,3,0,0,8.05,29.699117647058817,S,male,0,1
590,0,3,0,0,8.05,29.699117647058817,S,male,0,1
838,0,3,0,0,8.05,29.699117647058817,S,male,0,1
153,0,3,0,0,8.05,55.5,S,male,0,1
221,1,3,0,0,8.05,16.0,S,male,0,1
483,0,3,0,0,8.05,50.0,S,male,0,1
445,1,3,0,0,8.1125,29.699117647058817,S,male,0,1
68,0,3,0,0,8.1583,19.0,S,male,0,1
835,0,3,0,0,8.3,18.0,S,male,0,1
770,0,3,0,0,8.3625,32.0,S,male,0,1
198,0,3,0,1,8.4042,42.0,S,male,0,2
653,0,3,0,0,8.4333,21.0,S,male,0,1
6,0,3,0,0,8.4583,29.699117647058817,Q,male,0,1
804,1,3,0,1,8.5167,0.42,C,male,0,2
104,0,3,0,0,8.6542,33.0,S,male,0,1
70,0,3,2,0,8.6625,26.0,S,male,0,3
286,0,3,0,0,8.6625,33.0,C,male,0,1
726,0,3,0,0,8.6625,20.0,S,male,0,1
159,0,3,0,0,8.6625,29.699117647058817,S,male,0,1
845,0,3,0,0,8.6625,17.0,S,male,0,1
822,1,3,0,0,8.6625,27.0,S,male,0,1
350,0,3,0,0,8.6625,42.0,S,male,0,1
472,0,3,0,0,8.6625,38.0,S,male,0,1
837,0,3,0,0,8.6625,21.0,S,male,0,1
164,0,3,0,0,8.6625,17.0,S,male,0,1
501,0,3,0,0,8.6625,17.0,S,male,0,1
585,0,3,0,0,8.7125,29.699117647058817,C,male,0,1
874,0,3,0,0,9.0,47.0,S,male,0,1
81,0,3,0,0,9.0,22.0,S,male,0,1
139,0,3,0,0,9.2167,16.0,S,male,0,1
683,0,3,0,0,9.225,20.0,S,male,0,1
351,0,3,0,0,9.225,23.0,S,male,0,1
226,0,3,0,0,9.35,22.0,S,male,0,1
714,0,3,0,0,9.4833,29.0,S,male,0,1
753,0,3,0,0,9.5,33.0,S,male,0,1
356,0,3,0,0,9.5,28.0,S,male,0,1
442,0,3,0,0,9.5,20.0,S,male,0,1
771,0,3,0,0,9.5,24.0,S,male,0,1
869,0,3,0,0,9.5,29.699117647058817,S,male,0,1
287,1,3,0,0,9.5,30.0,S,male,0,1
201,0,3,0,0,9.5,28.0,S,male,0,1
82,1,3,0,0,9.5,29.0,S,male,0,1
283,0,3,0,0,9.5,16.0,S,male,0,1
877,0,3,0,0,9.8458,20.0,S,male,0,1
688,0,3,0,0,10.1708,19.0,S,male,0,1
440,0,2,0,0,10.5,31.0,S,male,0,1
673,0,2,0,0,10.5,70.0,S,male,0,1
884,0,2,0,0,10.5,28.0,S,male,0,1
239,0,2,0,0,10.5,19.0,S,male,0,1
399,0,2,0,0,10.5,23.0,S,male,0,1
813,0,2,0,0,10.5,35.0,S,male,0,1
842,0,2,0,0,10.5,16.0,S,male,0,1
71,0,2,0,0,10.5,32.0,S,male,0,1
243,0,2,0,0,10.5,29.0,S,male,0,1
620,0,2,0,0,10.5,26.0,S,male,0,1
227,1,2,0,0,10.5,19.0,S,male,0,1
266,0,2,0,0,10.5,36.0,S,male,0,1
571,1,2,0,0,10.5,62.0,S,male,0,1
34,0,2,0,0,10.5,66.0,S,male,0,1
235,0,2,0,0,10.5,24.0,S,male,0,1
220,0,2,0,0,10.5,30.0,S,male,0,1
870,1,3,1,1,11.1333,4.0,S,male,0,3
126,1,3,1,0,11.2417,12.0,C,male,0,2
862,0,2,1,0,11.5,21.0,S,male,0,2
530,0,2,2,1,11.5,23.0,S,male,0,4
145,0,2,0,0,11.5,18.0,S,male,0,1
758,0,2,0,0,11.5,18.0,S,male,0,1
240,0,2,0,0,12.275,33.0,S,male,0,1
627,0,2,0,0,12.35,57.0,Q,male,0,1
752,1,3,0,1,12.475,6.0,S,male,0,2
151,0,2,0,0,12.525,51.0,S,male,0,1
293,0,2,0,0,12.875,36.0,C,male,0,1
865,0,2,0,0,13.0,24.0,S,male,0,1
796,0,2,0,0,13.0,39.0,S,male,0,1
464,0,2,0,0,13.0,48.0,S,male,0,1
887,0,2,0,0,13.0,27.0,S,male,0,1
715,0,2,0,0,13.0,52.0,S,male,0,1
179,0,2,0,0,13.0,30.0,S,male,0,1
801,0,2,0,0,13.0,34.0,S,male,0,1
150,0,2,0,0,13.0,42.0,S,male,0,1
229,0,2,0,0,13.0,18.0,S,male,0,1
419,0,2,0,0,13.0,30.0,S,male,0,1
724,0,2,0,0,13.0,50.0,S,male,0,1
667,0,2,0,0,13.0,25.0,S,male,0,1
734,0,2,0,0,13.0,23.0,S,male,0,1
659,0,2,0,0,13.0,23.0,S,male,0,1
135,0,2,0,0,13.0,25.0,S,male,0,1
343,0,2,0,0,13.0,28.0,S,male,0,1
809,0,2,0,0,13.0,39.0,S,male,0,1
22,1,2,0,0,13.0,34.0,S,male,0,1
214,0,2,0,0,13.0,30.0,S,male,0,1
222,0,2,0,0,13.0,27.0,S,male,0,1
344,0,2,0,0,13.0,25.0,S,male,0,1
192,0,2,0,0,13.0,19.0,S,male,0,1
345,0,2,0,0,13.0,36.0,S,male,0,1
723,0,2,0,0,13.0,34.0,S,male,0,1
289,1,2,0,0,13.0,42.0,S,male,0,1
18,1,2,0,0,13.0,29.699117647058817,S,male,0,1
735,0,2,0,0,13.0,23.0,S,male,0,1
674,1,2,0,0,13.0,31.0,S,male,0,1
233,0,2,0,0,13.5,59.0,S,male,0,1
563,0,2,0,0,13.5,28.0,S,male,0,1
696,0,2,0,0,13.5,52.0,S,male,0,1
548,1,2,0,0,13.8625,29.699117647058817,C,male,0,1
318,0,2,0,0,14.0,54.0,S,male,0,1
861,0,3,2,0,14.1083,41.0,S,male,0,3
617,0,3,1,1,14.4,34.0,S,male,0,3
74,0,3,1,0,14.4542,26.0,C,male,0,2
621,0,3,1,0,14.4542,27.0,C,male,0,2
496,0,3,0,0,14.4583,29.699117647058817,C,male,0,1
756,1,2,1,1,14.5,0.67,S,male,0,3
761,0,3,0,0,14.5,29.699117647058817,S,male,0,1
154,0,3,0,2,14.5,40.5,S,male,0,3
539,0,3,0,0,14.5,29.699117647058817,S,male,0,1
576,0,3,0,0,14.5,19.0,S,male,0,1
587,0,2,0,0,15.0,47.0,S,male,0,1
136,0,2,0,0,15.0458,23.0,C,male,0,1
182,0,2,0,0,15.05,29.699117647058817,C,male,0,1
498,0,3,0,0,15.1,29.699117647058817,S,male,0,1
66,1,3,1,1,15.2458,29.699117647058817,C,male,0,3
710,1,3,1,1,15.2458,29.699117647058817,C,male,0,3
719,0,3,0,0,15.5,29.699117647058817,Q,male,0,1
189,0,3,1,1,15.5,40.0,Q,male,0,3
47,0,3,1,0,15.5,29.699117647058817,Q,male,0,2
365,0,3,1,0,15.5,29.699117647058817,Q,male,0,2
606,0,3,1,0,15.55,36.0,S,male,0,2
623,1,3,1,1,15.7417,20.0,C,male,0,3
207,0,3,1,0,15.85,32.0,S,male,0,2
404,0,3,1,0,15.85,28.0,S,male,0,2
490,1,3,1,1,15.9,9.0,S,male,0,3
349,1,3,1,1,15.9,3.0,S,male,0,3
161,0,3,0,1,16.1,44.0,S,male,0,2
640,0,3,1,0,16.1,29.699117647058817,S,male,0,2
736,0,3,0,0,16.1,28.5,S,male,0,1
254,0,3,1,0,16.1,30.0,S,male,0,2
625,0,3,0,0,16.1,21.0,S,male,0,1
744,0,3,1,0,16.1,24.0,S,male,0,2
354,0,3,1,0,17.8,25.0,S,male,0,2
334,0,3,2,0,18.0,16.0,S,male,0,3
832,1,2,1,1,18.75,0.83,S,male,0,3
408,1,2,1,1,18.75,3.0,S,male,0,3
732,0,3,0,0,18.7875,11.0,C,male,0,1
208,1,3,0,0,18.7875,26.0,C,male,0,1
491,0,3,1,0,19.9667,29.699117647058817,S,male,0,2
452,0,3,1,0,19.9667,29.699117647058817,S,male,0,2
425,0,3,1,1,20.2125,18.0,S,male,0,3
747,0,3,1,1,20.25,16.0,S,male,0,3
166,1,3,0,2,20.525,9.0,S,male,0,3
549,0,3,1,1,20.525,33.0,S,male,0,3
789,1,3,1,2,20.575,1.0,S,male,0,4
94,0,3,1,2,20.575,26.0,S,male,0,4
477,0,2,1,0,21.0,34.0,S,male,0,2
118,0,2,1,0,21.0,29.0,S,male,0,2
406,0,2,1,0,21.0,34.0,S,male,0,2
8,0,3,3,1,21.075,2.0,S,male,0,5
49,0,3,2,0,21.6792,29.699117647058817,C,male,0,3
509,0,3,0,0,22.525,28.0,S,male,0,1
302,1,3,2,0,23.25,29.699117647058817,Q,male,0,3
784,0,3,1,2,23.45,29.699117647058817,S,male,0,4
309,0,2,1,0,24.0,30.0,C,male,0,2
518,0,3,0,0,24.15,29.699117647058817,Q,male,0,1
812,0,3,0,0,24.15,39.0,S,male,0,1
566,0,3,2,0,24.15,24.0,S,male,0,3
769,0,3,1,0,24.15,29.699117647058817,Q,male,0,2
596,0,3,1,1,24.15,36.0,S,male,0,3
177,0,3,3,1,25.4667,29.699117647058817,S,male,0,5
663,0,1,0,0,25.5875,47.0,S,male,0,1
169,0,1,0,0,25.925,29.699117647058817,S,male,0,1
544,1,2,1,0,26.0,32.0,S,male,0,2
706,0,2,0,0,26.0,39.0,S,male,0,1
100,0,2,1,0,26.0,34.0,S,male,0,2
149,0,2,0,2,26.0,36.5,S,male,0,3
552,0,2,0,0,26.0,27.0,S,male,0,1
546,0,1,0,0,26.0,64.0,S,male,0,1
583,0,2,0,0,26.0,54.0,S,male,0,1
285,0,1,0,0,26.0,29.699117647058817,S,male,0,1
21,0,2,0,0,26.0,35.0,S,male,0,1
729,0,2,1,0,26.0,25.0,S,male,0,2
792,0,2,0,0,26.0,16.0,S,male,0,1
595,0,2,1,0,26.0,37.0,S,male,0,2
250,0,2,1,0,26.0,54.0,S,male,0,2
237,0,2,1,0,26.0,44.0,S,male,0,2
194,1,2,1,1,26.0,3.0,S,male,0,3
341,1,2,1,1,26.0,2.0,S,male,0,3
398,0,2,0,0,26.0,46.0,S,male,0,1
638,0,2,1,1,26.25,31.0,S,male,0,3
315,0,2,1,1,26.25,43.0,S,male,0,3
708,1,1,0,0,26.2875,42.0,S,male,0,1
702,1,1,0,0,26.2875,35.0,S,male,0,1
513,1,1,0,0,26.2875,36.0,S,male,0,1
573,1,1,0,0,26.3875,36.0,S,male,0,1
695,0,1,0,0,26.55,60.0,S,male,0,1
457,0,1,0,0,26.55,65.0,S,male,0,1
253,0,1,0,0,26.55,62.0,S,male,0,1
712,0,1,0,0,26.55,29.699117647058817,S,male,0,1
188,1,1,0,0,26.55,45.0,S,male,0,1
508,1,1,0,0,26.55,29.699117647058817,S,male,0,1
556,0,1,0,0,26.55,62.0,S,male,0,1
537,0,1,0,0,26.55,45.0,S,male,0,1
468,0,1,0,0,26.55,56.0,S,male,0,1
461,1,1,0,0,26.55,48.0,S,male,0,1
605,1,1,0,0,26.55,35.0,C,male,0,1
431,1,1,0,0,26.55,28.0,S,male,0,1
448,1,1,0,0,26.55,34.0,S,male,0,1
858,1,1,0,0,26.55,51.0,S,male,0,1
218,0,2,1,0,27.0,42.0,S,male,0,2
31,0,1,0,0,27.7208,40.0,C,male,0,1
362,0,2,1,0,27.7208,29.0,C,male,0,2
65,0,1,0,0,27.7208,29.699117647058817,C,male,0,1
296,0,1,0,0,27.7208,29.699117647058817,C,male,0,1
451,0,2,1,2,27.75,36.0,S,male,0,4
453,0,1,0,0,27.75,30.0,C,male,0,1
820,0,3,3,2,27.9,10.0,S,male,0,6
64,0,3,3,2,27.9,4.0,S,male,0,6
361,0,3,1,4,27.9,40.0,S,male,0,6
332,0,1,0,0,28.5,45.5,S,male,0,1
79,1,2,0,2,29.0,0.83,S,male,0,3
279,0,3,4,1,29.125,7.0,Q,male,0,6
17,0,3,4,1,29.125,2.0,Q,male,0,6
788,0,3,4,1,29.125,8.0,Q,male,0,6
172,0,3,4,1,29.125,4.0,Q,male,0,6
274,0,1,0,1,29.7,37.0,C,male,0,2
840,1,1,0,0,29.7,29.699117647058817,C,male,0,1
488,0,1,0,0,29.7,58.0,C,male,0,1
741,1,1,0,0,30.0,29.699117647058817,S,male,0,1
631,1,1,0,0,30.0,80.0,S,male,0,1
783,0,1,0,0,30.0,29.0,S,male,0,1
890,1,1,0,0,30.0,26.0,C,male,0,1
123,0,2,1,0,30.0708,32.5,C,male,0,2
633,1,1,0,0,30.5,32.0,C,male,0,1
299,1,1,0,0,30.5,29.699117647058817,S,male,0,1
450,1,1,0,0,30.5,52.0,S,male,0,1
493,0,1,0,0,30.5,55.0,S,male,0,1
608,1,1,0,0,30.5,27.0,S,male,0,1
175,0,1,0,0,30.6958,56.0,C,male,0,1
794,0,1,0,0,30.6958,29.699117647058817,C,male,0,1
271,0,1,0,0,31.0,29.699117647058817,S,male,0,1
210,1,1,0,0,31.0,40.0,C,male,0,1
14,0,3,1,5,31.275,39.0,S,male,0,7
851,0,3,4,2,31.275,4.0,S,male,0,7
262,1,3,4,2,31.3875,3.0,S,male,0,7
183,0,3,4,2,31.3875,9.0,S,male,0,7
626,0,1,0,0,32.3208,61.0,S,male,0,1
849,0,2,0,1,33.0,28.0,S,male,0,2
171,0,1,0,0,33.5,61.0,S,male,0,1
516,0,1,0,0,34.0208,47.0,S,male,0,1
87,0,3,1,3,34.375,16.0,S,male,0,5
97,0,1,0,0,34.6542,71.0,C,male,0,1
352,0,1,0,0,35.0,29.699117647058817,S,male,0,1
24,1,1,0,0,35.5,28.0,S,male,0,1
648,1,1,0,0,35.5,56.0,C,male,0,1
340,0,1,0,0,35.5,45.0,S,male,0,1
56,1,1,0,0,35.5,29.699117647058817,S,male,0,1
146,0,2,1,1,36.75,19.0,S,male,0,3
550,1,2,1,1,36.75,8.0,S,male,0,3
818,0,2,1,1,37.0042,31.0,C,male,0,3
828,1,2,0,2,37.0042,1.0,C,male,0,3
463,0,1,0,0,38.5,47.0,S,male,0,1
184,1,2,2,1,39.0,1.0,S,male,0,4
685,0,2,1,1,39.0,60.0,S,male,0,3
767,0,1,0,0,39.6,29.699117647058817,C,male,0,1
267,0,3,4,1,39.6875,16.0,S,male,0,6
165,0,3,4,1,39.6875,1.0,S,male,0,6
687,0,3,4,1,39.6875,14.0,S,male,0,6
825,0,3,4,1,39.6875,2.0,S,male,0,6
51,0,3,4,1,39.6875,7.0,S,male,0,6
584,0,1,0,0,40.125,36.0,C,male,0,1
686,0,2,1,2,41.5792,25.0,C,male,0,4
603,0,1,0,0,42.4,29.699117647058817,S,male,0,1
60,0,3,5,2,46.9,11.0,S,male,0,8
481,0,3,5,2,46.9,9.0,S,male,0,8
684,0,3,5,2,46.9,14.0,S,male,0,8
387,0,3,5,2,46.9,1.0,S,male,0,8
84,0,1,0,0,47.1,28.0,S,male,0,1
494,0,1,0,0,49.5042,71.0,C,male,0,1
186,0,1,0,0,50.0,29.699117647058817,S,male,0,1
868,0,1,0,0,50.4958,31.0,S,male,0,1
7,0,1,0,0,51.8625,54.0,S,male,0,1
672,0,1,1,0,52.0,31.0,S,male,0,2
476,0,1,0,0,52.0,29.699117647058817,S,male,0,1
